tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,icon
32.2,21.7,26.4,34.4,21.7,27.6,20.8,73.44,12.03,25.0,0.0,0.0,29.5,23.8,270.5,1010.8,76.3,12.7,299.6,15.1,7,0.53,rain
33.3,24.8,28.7,34.0,24.8,29.6,19.8,60.35,0.0,0.0,0.0,0.0,27.94189211442704,14.4,253.7,1017.5,30.3,15.7,338.7,18.3,7,0.55,partly-cloudy-day
34.9,24.2,29.7,37.7,24.2,32.1,21.1,60.93,0.0,0.0,0.0,0.0,34.35393608481186,20.2,225.4,1017.7,25.7,15.7,348.2,18.8,7,0.59,partly-cloudy-day
31.1,24.9,27.7,33.5,24.9,29.4,20.7,66.24,0.0,0.0,0.0,0.0,31.811228993107537,17.9,174.8,1018.2,53.6,15.9,337.4,17.0,7,0.63,partly-cloudy-day
24.9,17.8,21.0,24.9,17.8,21.0,13.8,63.95,1.79,12.5,0.0,0.0,51.7,33.0,71.1,1026.5,90.3,15.8,248.0,11.6,5,0.67,rain
22.8,18.3,20.5,22.8,18.3,20.5,15.1,71.35,1.97,20.83,0.0,0.0,29.710731830395268,16.0,147.4,1022.9,100.0,16.0,134.2,6.3,3,0.72,rain
30.6,21.7,26.0,33.8,21.7,27.2,20.7,73.68,0.0,4.17,0.0,0.0,38.9,29.2,222.4,1011.3,86.5,16.0,250.2,11.7,4,0.76,partly-cloudy-day
28.8,22.7,25.8,28.7,22.7,25.7,16.6,58.57,0.52,8.33,0.0,0.0,42.4,25.7,265.6,1006.9,72.3,16.0,246.6,12.4,5,0.81,rain
23.7,16.7,21.2,23.7,16.7,21.1,15.5,71.08,20.04,50.0,0.0,0.0,35.3,31.2,241.2,1010.1,87.5,13.5,104.7,4.9,2,0.86,rain
23.9,16.1,19.4,23.9,16.1,19.4,13.1,69.5,85.82,37.5,0.0,0.0,53.5,38.4,242.8,1007.2,78.9,12.6,238.5,11.2,6,0.9,rain
24.3,14.9,19.7,24.3,14.9,19.7,10.5,56.23,0.0,0.0,0.0,0.0,31.7,23.7,302.2,1014.0,38.9,16.0,361.5,16.9,8,0.94,partly-cloudy-day
26.7,17.1,21.9,26.6,17.1,21.9,12.0,54.54,0.0,0.0,0.0,0.0,29.5,23.7,269.3,1013.9,25.2,16.0,374.9,17.5,7,0.97,partly-cloudy-day
23.3,17.7,20.8,23.3,17.7,20.8,16.1,74.62,0.3,8.33,0.0,0.0,38.11272048124435,23.6,206.0,1011.5,86.1,15.9,121.5,5.7,3,0.99,rain
28.8,20.6,24.0,28.3,20.6,23.9,15.9,63.77,0.97,8.33,0.0,0.0,37.0,25.7,249.0,1007.3,60.3,15.6,361.8,16.9,7,1.0,rain
26.7,18.2,22.8,26.7,18.2,22.8,12.2,52.09,0.0,0.0,0.0,0.0,38.9,25.2,257.8,1012.6,26.3,16.0,392.0,18.3,7,0.0,partly-cloudy-day
29.3,18.2,23.7,29.6,18.2,23.9,16.7,66.35,0.0,0.0,0.0,0.0,48.6,36.6,193.2,1012.0,42.6,16.0,340.4,15.9,7,0.01,wind
23.8,20.6,23.1,23.8,20.6,23.1,19.9,82.22,14.49,70.83,0.0,0.0,33.5,22.0,166.2,1008.4,89.9,15.6,84.1,3.9,2,0.04,rain
25.0,18.2,21.4,25.0,18.2,21.4,14.2,65.29,14.45,16.67,0.0,0.0,42.5,29.3,292.3,1008.3,50.7,14.6,355.4,16.6,8,0.07,rain
25.6,15.4,20.4,25.6,15.4,20.4,10.5,53.95,0.0,0.0,0.0,0.0,51.8,27.4,251.3,1019.1,23.6,16.0,365.3,17.1,7,0.12,partly-cloudy-day
28.3,18.7,23.4,29.3,18.7,23.7,16.9,67.66,0.0,0.0,0.0,0.0,48.8,36.6,222.5,1016.2,54.3,16.0,319.4,14.9,7,0.17,wind
27.8,20.5,24.2,27.7,20.5,24.2,15.1,58.41,1.59,12.5,0.0,0.0,31.7,22.0,276.0,1014.5,60.5,15.8,312.0,14.6,7,0.23,rain
22.3,17.6,20.3,22.3,17.6,20.3,13.6,65.85,0.0,0.0,0.0,0.0,40.32377012620464,25.6,131.3,1018.2,53.7,16.0,342.3,16.0,7,0.28,partly-cloudy-day
29.4,19.9,24.8,32.3,19.9,25.7,19.7,73.65,0.01,4.17,0.0,0.0,44.5,31.4,193.0,1014.9,83.6,16.0,281.6,13.2,6,0.34,rain
24.3,18.4,20.8,24.3,18.4,20.8,17.1,79.81,7.89,33.33,0.0,0.0,34.5750410493079,20.4,137.5,1023.4,95.2,14.9,92.8,4.3,2,0.39,rain
20.6,18.8,19.3,20.6,18.8,19.3,16.7,85.39,0.0,0.0,0.0,0.0,34.46448856705989,20.3,53.8,1025.5,99.9,12.1,78.8,3.7,2,0.43,cloudy
22.8,18.8,20.3,22.8,18.8,20.3,17.7,85.24,0.74,8.33,0.0,0.0,40.7,14.6,196.0,1017.4,81.7,8.9,161.1,7.5,6,0.47,rain
21.8,16.6,19.8,21.8,16.6,19.8,13.2,67.14,7.32,20.83,0.0,0.0,27.7,22.1,190.3,1020.0,49.9,15.5,351.5,16.5,7,0.49,rain
21.8,14.1,18.2,21.8,14.1,18.2,12.4,69.81,0.0,0.0,0.0,0.0,36.564985729772154,22.2,139.5,1027.9,22.0,16.0,353.2,16.5,7,0.5,partly-cloudy-day
22.3,13.7,18.8,22.3,13.7,18.8,14.6,76.87,0.0,0.0,0.0,0.0,34.35393608481186,20.2,115.7,1028.8,48.8,16.0,325.1,15.2,7,0.5,partly-cloudy-day
26.7,19.4,22.4,26.7,19.4,22.4,18.8,80.52,0.01,4.17,0.0,0.0,47.9,23.9,147.9,1022.1,88.3,16.0,168.5,7.9,5,0.52,rain
27.2,19.9,22.7,28.4,19.9,22.8,18.8,79.5,0.79,16.67,0.0,0.0,51.7,24.0,128.5,1018.7,72.5,16.0,228.5,10.7,6,0.53,rain
26.1,20.1,23.5,26.1,20.1,23.5,19.2,77.37,0.12,33.33,0.0,0.0,37.0,29.2,173.4,1016.6,98.0,15.8,121.8,5.7,3,0.56,rain
22.9,18.3,20.3,22.9,18.3,20.3,13.8,67.64,0.31,12.5,0.0,0.0,28.052444596675052,14.5,195.1,1015.8,84.0,15.8,244.7,11.5,6,0.6,rain
24.3,18.2,20.4,24.3,18.2,20.4,12.6,64.09,14.31,29.17,0.0,0.0,42.5,28.8,283.8,1008.8,62.7,15.0,314.3,14.7,8,0.64,rain
24.3,14.2,19.9,24.3,14.2,20.0,10.8,56.16,0.0,4.17,0.0,0.0,46.4,27.4,226.4,1011.5,53.9,16.0,264.8,12.4,5,0.68,partly-cloudy-day
21.6,17.1,20.0,21.6,17.1,20.0,15.2,74.45,18.03,50.0,0.0,0.0,40.102665161708615,25.4,253.5,1008.8,89.3,14.1,59.2,2.6,2,0.73,rain
17.9,11.1,15.2,17.9,11.1,15.2,7.7,61.64,0.0,0.0,0.0,0.0,35.3,23.6,257.3,1013.3,70.7,16.0,233.7,10.9,7,0.77,partly-cloudy-day
17.2,12.7,14.6,17.2,12.7,14.6,6.7,59.76,0.01,8.33,0.0,0.0,33.5,20.4,312.1,1017.1,76.2,16.0,185.5,8.7,5,0.82,rain
19.3,10.4,15.2,19.3,10.4,15.2,6.3,56.94,0.0,0.0,0.0,0.0,33.5,23.7,294.9,1020.8,46.9,15.9,296.2,13.9,6,0.87,partly-cloudy-day
23.8,11.5,17.7,23.8,11.5,17.7,9.9,60.96,0.0,0.0,0.0,0.0,40.7,27.4,244.3,1018.1,45.8,15.9,220.2,10.3,5,0.91,partly-cloudy-day
19.4,14.5,17.0,19.4,14.5,17.0,13.6,80.47,0.04,12.5,0.0,0.0,34.46448856705989,20.3,58.0,1015.6,75.4,15.9,138.1,6.0,4,0.95,rain
17.2,13.8,15.8,17.2,13.8,15.8,13.0,83.61,23.35,95.83,0.0,0.0,38.9,32.9,66.3,1018.6,100.0,11.8,41.2,1.6,1,0.98,rain
16.7,12.8,14.5,16.7,12.8,14.5,11.6,82.85,15.58,33.33,0.0,0.0,36.343880765276126,22.0,103.9,1024.1,93.2,14.1,52.2,2.4,1,1.0,rain
20.1,13.2,16.6,20.1,13.2,16.6,10.9,69.55,0.0,0.0,0.0,0.0,25.95194743396278,12.6,193.9,1027.5,37.6,15.9,256.3,11.1,7,0.0,partly-cloudy-day
22.3,13.7,17.8,22.3,13.7,17.8,12.9,73.54,0.0,0.0,0.0,0.0,28.052444596675052,14.5,112.3,1024.5,27.5,15.9,295.8,12.8,6,0.01,partly-cloudy-day
21.7,15.5,18.0,21.7,15.5,18.0,12.6,71.2,0.0,0.0,0.0,0.0,42.20316232442089,27.3,138.0,1022.1,47.5,15.8,301.2,13.0,6,0.03,partly-cloudy-day
17.9,16.0,17.0,17.9,16.0,17.0,11.0,68.37,0.02,12.5,0.0,0.0,29.5,27.5,79.0,1026.8,94.8,16.0,252.4,10.9,4,0.06,rain
18.8,15.9,17.3,18.8,15.9,17.3,13.1,76.52,0.0,0.0,0.0,0.0,36.233328283028115,21.9,81.3,1025.2,98.5,16.0,121.2,5.2,3,0.11,cloudy
20.7,16.6,18.0,20.7,16.6,18.0,14.9,82.34,0.0,4.17,0.0,0.0,34.35393608481186,20.2,52.6,1020.6,83.8,15.8,200.2,8.6,6,0.16,partly-cloudy-day
23.4,14.3,18.3,23.4,14.3,18.3,14.1,77.96,0.0,0.0,0.0,0.0,28.052444596675052,14.5,143.2,1019.4,63.9,11.2,265.3,11.5,5,0.21,partly-cloudy-day
25.0,15.5,19.8,25.0,15.5,19.8,13.5,68.92,0.0,0.0,0.0,0.0,30.26349424163534,16.5,207.2,1015.6,38.8,15.9,276.4,11.9,5,0.27,partly-cloudy-day
23.9,16.0,19.1,23.9,16.0,19.1,14.6,76.02,0.0,0.0,0.0,0.0,33.801173673571796,19.7,208.1,1012.2,33.1,15.9,241.5,10.4,6,0.33,partly-cloudy-day
20.6,16.0,18.1,20.6,16.0,18.1,16.1,88.48,0.0,0.0,0.0,0.0,34.46448856705989,20.3,124.7,1013.0,80.2,15.9,288.3,11.4,6,0.37,partly-cloudy-day
23.4,18.4,21.0,23.4,18.4,21.0,17.4,80.83,0.01,8.33,0.0,0.0,53.4,36.5,193.7,1007.6,90.5,16.0,210.8,9.1,5,0.42,rain
17.8,11.7,15.2,17.8,11.7,15.2,8.7,67.35,8.5,29.17,0.0,0.0,40.7,31.6,284.9,1004.5,57.1,15.7,270.4,11.7,7,0.45,rain
16.1,9.3,12.2,16.1,6.2,11.8,3.5,57.28,0.0,0.0,0.0,0.0,42.5,31.3,292.8,1006.8,61.3,16.0,276.6,11.9,6,0.48,wind
17.2,8.2,12.0,17.2,4.7,10.7,2.2,53.26,0.0,0.0,0.0,0.0,55.1,29.1,275.2,1009.8,37.6,16.0,242.8,10.5,5,0.49,partly-cloudy-day
22.3,12.1,16.0,22.3,12.1,16.0,8.8,63.63,0.0,0.0,0.0,0.0,33.5,25.5,219.3,1011.9,61.8,16.0,222.2,9.6,5,0.5,partly-cloudy-day
23.4,14.9,19.2,23.4,14.9,19.2,9.9,56.14,0.0,0.0,0.0,0.0,27.7,23.7,228.1,1013.7,69.4,16.0,205.1,8.9,5,0.51,partly-cloudy-day
21.7,13.8,18.1,21.7,13.8,18.1,11.6,68.18,0.0,0.0,0.0,0.0,31.7,24.0,245.3,1009.6,65.5,15.8,205.8,8.9,6,0.52,partly-cloudy-day
15.0,9.9,12.1,15.0,7.3,11.8,3.5,55.93,0.0,0.0,0.0,0.0,25.9,20.3,301.4,1013.3,74.4,16.0,203.8,8.1,5,0.54,partly-cloudy-day
13.9,6.5,10.3,13.9,3.5,9.1,0.3,51.41,0.0,0.0,0.0,0.0,33.5,22.1,276.5,1019.3,43.3,16.0,251.6,10.9,5,0.57,partly-cloudy-day
12.9,10.0,11.7,12.9,8.2,11.6,10.4,92.39,18.73,62.5,0.0,0.0,38.9,28.9,81.1,1017.8,100.0,8.8,24.6,1.0,0,0.61,rain
15.7,10.7,13.7,15.7,10.7,13.7,13.0,95.64,23.93,91.67,0.0,0.0,82.4,54.4,38.3,1003.8,100.0,6.4,44.0,1.6,1,0.65,rain
10.7,8.4,9.9,10.7,4.8,7.6,8.2,89.18,4.59,79.17,0.0,0.0,91.1,67.4,42.6,1002.6,99.5,6.7,38.3,1.5,1,0.69,rain
9.4,7.1,8.4,7.2,4.2,5.8,3.7,72.73,0.0,0.0,0.0,0.0,33.5,23.9,273.6,1014.5,88.7,16.0,90.1,3.6,2,0.74,partly-cloudy-day
10.6,4.8,8.0,10.6,1.4,5.4,4.1,76.76,0.0,0.0,0.0,0.0,40.7,27.1,213.3,1015.1,80.3,16.0,86.7,3.4,2,0.79,partly-cloudy-day
14.4,11.1,13.1,14.4,11.1,13.1,11.8,92.24,24.0,79.17,0.0,0.0,51.8,38.3,87.4,1008.4,100.0,7.4,43.7,1.6,1,0.84,rain
18.8,12.9,15.3,18.8,12.9,15.3,11.9,81.34,12.36,45.83,0.0,0.0,49.4,31.4,246.3,998.3,80.9,12.7,208.6,8.3,6,0.88,rain
15.7,9.8,12.4,15.7,6.9,12.1,3.8,57.97,0.0,0.0,0.0,0.0,44.6,27.7,258.8,1013.0,25.5,16.0,240.5,9.5,5,0.93,partly-cloudy-day
13.4,7.8,10.6,13.4,5.5,9.8,0.0,48.37,0.0,0.0,0.0,0.0,31.7,22.1,248.0,1020.7,68.6,16.0,197.7,7.8,5,0.96,partly-cloudy-day
11.1,5.5,8.1,11.1,1.7,5.9,-1.4,52.05,0.0,0.0,0.0,0.0,33.5,22.1,295.6,1021.9,36.3,16.0,233.6,9.3,5,0.99,partly-cloudy-day
8.9,2.1,5.9,8.8,-1.4,3.5,-1.2,61.55,0.0,0.0,0.0,0.0,31.59012402861151,17.7,179.9,1026.7,43.1,15.9,223.6,8.9,5,1.0,partly-cloudy-day
10.0,3.2,6.4,10.0,0.0,4.3,-3.5,52.37,0.0,0.0,0.0,0.0,30.7,20.3,307.1,1026.8,24.5,16.0,220.0,8.7,5,0.0,partly-cloudy-day
10.0,2.0,6.1,10.0,-0.6,4.4,-2.2,56.07,0.0,0.0,0.0,0.0,31.811228993107537,17.9,202.4,1028.7,11.7,16.0,241.4,9.6,5,0.02,clear-day
12.3,2.0,6.7,12.3,-0.7,5.7,0.2,64.76,0.0,0.0,0.0,0.0,27.72078714993101,14.2,165.9,1022.5,48.7,16.0,239.5,9.5,5,0.05,partly-cloudy-day
15.0,4.8,9.4,15.0,1.6,8.3,1.5,59.51,0.0,0.0,0.0,0.0,32.14288643985158,18.2,214.4,1019.5,29.9,16.0,229.3,9.1,4,0.09,partly-cloudy-day
20.7,6.5,12.9,20.7,4.0,12.1,5.0,60.89,0.0,0.0,0.0,0.0,25.84139495171477,12.5,207.9,1016.8,18.9,16.0,219.5,8.7,4,0.14,clear-day
16.7,9.1,12.7,16.7,7.4,12.6,4.5,59.04,0.0,0.0,0.0,0.0,42.6,29.2,288.5,1016.9,62.1,16.0,197.9,7.8,5,0.19,partly-cloudy-day
11.7,5.4,9.2,11.7,2.7,7.9,0.5,55.19,0.0,0.0,0.0,0.0,38.11272048124435,23.6,176.0,1027.1,74.7,16.0,215.2,8.5,4,0.25,partly-cloudy-day
16.7,10.0,13.5,16.7,7.3,13.3,10.5,82.45,13.91,45.83,0.0,0.0,82.9,50.9,169.3,1017.7,92.3,14.1,44.7,1.6,1,0.3,rain
13.9,5.5,9.4,13.9,1.1,8.4,4.9,74.39,4.83,12.5,0.0,0.0,73.8,38.6,137.8,1007.6,42.8,15.5,242.1,8.7,4,0.35,rain
10.0,3.3,6.7,7.8,-0.7,3.6,0.0,62.98,0.0,0.0,0.0,0.0,47.5,28.9,230.8,1010.2,50.0,16.0,166.4,6.6,4,0.4,partly-cloudy-day
8.9,4.3,6.7,6.6,0.8,3.5,0.8,67.65,2.09,16.67,0.0,0.0,44.4,27.4,249.8,1006.3,55.7,16.0,189.2,7.5,4,0.43,rain
9.3,2.8,5.5,5.9,-2.1,1.3,-3.8,52.3,0.0,0.0,0.0,0.0,51.7,33.2,276.1,1016.1,25.9,16.0,217.7,8.6,4,0.46,wind
10.0,1.5,5.5,7.4,-1.5,3.1,-1.4,61.45,0.0,0.0,0.0,0.0,34.24338360256385,20.1,186.0,1025.2,58.5,16.0,142.5,5.6,3,0.48,partly-cloudy-day
21.2,11.1,15.2,21.2,11.1,15.2,10.7,75.39,0.0,0.0,0.0,0.0,40.6,27.2,207.9,1014.6,58.0,16.0,201.0,8.0,4,0.5,partly-cloudy-day
13.3,3.3,7.0,13.3,-1.3,3.6,-0.9,58.92,7.07,20.83,0.0,0.0,49.8,33.4,288.7,1019.2,62.0,14.8,160.8,6.4,4,0.5,rain
6.8,0.5,3.6,4.9,-3.3,0.4,-5.9,50.05,0.0,0.0,0.0,0.0,36.233328283028115,21.9,238.0,1032.3,42.5,16.0,211.5,8.4,6,0.51,partly-cloudy-day
12.2,3.8,8.1,12.2,0.7,7.0,3.6,73.8,0.01,12.5,0.0,0.0,30.152941759387325,16.4,186.5,1024.6,93.9,16.0,138.2,5.0,3,0.52,rain
13.4,3.3,10.2,13.4,-1.1,9.0,4.9,71.51,5.53,45.83,0.0,0.0,42.4,27.3,256.6,1009.5,96.2,15.4,98.1,3.2,3,0.54,rain
3.9,-2.2,1.3,-0.8,-9.0,-4.1,-9.3,45.8,0.0,0.0,0.0,0.0,48.0,33.0,317.2,1012.8,38.9,16.0,207.7,7.5,4,0.57,wind
6.2,-2.2,1.5,2.3,-9.0,-3.6,-11.5,39.26,0.0,0.0,0.0,0.0,51.7,31.3,303.5,1021.5,19.2,16.0,223.3,8.0,4,0.61,wind
11.2,1.6,6.9,11.2,-2.0,4.9,-5.1,42.63,0.0,0.0,0.0,0.0,29.710731830395268,16.0,272.4,1014.5,65.4,16.0,176.8,6.4,3,0.66,partly-cloudy-day
8.3,1.7,6.0,6.7,-4.8,2.6,1.0,71.59,1.16,41.67,0.0,0.0,59.1,36.7,260.7,999.7,100.0,15.5,43.3,1.4,1,0.7,rain
3.4,-1.2,1.5,-1.9,-6.8,-4.1,-6.1,57.86,0.0,0.0,0.0,0.0,55.1,36.5,280.1,1003.9,57.2,15.5,189.8,6.8,5,0.75,wind
3.4,-1.7,1.2,2.8,-7.6,-2.3,-7.5,52.2,0.0,0.0,0.0,0.0,38.9,21.8,212.7,1011.2,87.8,16.0,110.7,4.0,3,0.81,partly-cloudy-day
4.4,-1.2,1.7,2.8,-7.0,-2.3,-6.5,54.93,0.0,0.0,0.0,0.0,37.1,25.5,313.1,1010.5,68.3,16.0,104.3,4.1,2,0.86,partly-cloudy-day
4.4,-3.3,0.7,1.0,-9.4,-3.9,-8.1,52.39,0.0,0.0,0.0,0.0,35.3,25.4,262.2,1013.4,49.5,16.0,190.0,6.8,4,0.91,partly-cloudy-day
7.3,0.6,4.1,4.2,-4.1,0.7,-2.7,62.29,0.0,0.0,0.0,0.0,44.6,25.4,244.5,1018.0,64.5,16.0,133.7,4.8,2,0.95,partly-cloudy-day
15.0,2.7,8.9,15.0,-0.9,7.4,4.1,72.35,0.32,12.5,0.0,0.0,57.1,31.2,195.2,1007.4,94.9,15.9,102.8,3.3,4,0.98,rain
7.2,1.0,4.5,3.8,-3.6,-0.1,-5.6,49.45,0.29,4.17,0.0,0.0,59.3,38.2,278.0,1007.7,33.6,16.0,214.5,7.7,5,1.0,rain
5.0,-1.8,2.0,2.1,-6.8,-1.9,-6.6,53.07,0.0,0.0,0.0,0.0,25.9,21.8,241.6,1018.5,70.2,16.0,166.5,6.0,4,0.0,partly-cloudy-day
8.4,3.2,5.1,6.2,-0.2,2.1,-5.1,49.05,0.0,0.0,0.0,0.0,34.46448856705989,20.3,225.3,1026.9,87.2,16.0,193.3,7.0,4,0.01,partly-cloudy-day
16.2,5.6,11.5,16.2,2.3,10.4,7.7,78.01,5.65,25.0,0.0,0.0,65.4,42.0,178.6,1011.4,96.2,15.0,79.1,2.6,2,0.04,rain
7.2,2.1,4.1,2.7,-1.4,0.1,-6.6,46.12,0.04,4.17,0.0,0.0,68.2,33.2,276.5,1016.8,53.2,16.0,166.4,6.0,3,0.07,rain
2.2,-2.1,1.3,-0.5,-8.0,-2.7,-4.7,66.37,0.01,4.17,3.44,3.44,40.7,31.1,190.8,1017.4,98.3,14.3,63.1,2.0,1,0.12,snow
3.4,-3.4,-0.4,-0.8,-9.2,-4.9,-7.1,62.75,0.29,4.17,2.06,5.51,33.5,22.9,256.9,1019.8,71.7,14.3,151.0,5.4,4,0.17,snow
6.2,-1.7,2.4,5.3,-5.1,0.1,-3.8,64.46,0.0,0.0,0.0,1.84,27.831339632179024,14.3,186.5,1023.3,95.9,15.9,67.8,2.2,2,0.22,cloudy
17.9,1.6,9.2,17.9,-0.6,8.3,7.1,87.18,6.62,29.17,0.0,0.0,64.5,44.0,239.8,1008.8,99.7,11.4,24.2,0.8,0,0.27,rain
16.7,3.2,7.1,16.7,-1.6,3.3,-5.5,42.09,1.08,8.33,0.0,0.0,64.9,46.0,266.6,1013.0,47.4,15.9,189.2,6.1,4,0.32,rain
11.2,3.3,6.7,11.2,-1.8,3.1,-6.2,39.74,0.0,0.0,0.0,0.0,57.5,32.8,230.6,1019.2,41.5,16.0,111.8,3.6,4,0.37,wind
10.7,3.3,7.4,10.7,-0.8,4.8,-7.8,34.29,0.0,0.0,0.0,0.0,35.3,25.4,307.0,1029.4,48.6,16.0,196.0,6.4,4,0.41,partly-cloudy-day
6.2,-0.2,3.7,4.2,-3.3,0.9,-5.6,52.92,0.49,4.17,0.0,0.0,34.24338360256385,20.1,207.0,1035.9,82.3,16.0,125.5,4.5,3,0.44,rain
15.7,7.2,12.4,15.7,4.4,12.1,7.9,75.45,4.48,37.5,0.0,0.0,40.7,31.2,215.8,1015.3,94.8,15.1,58.0,1.9,1,0.47,rain
15.0,7.7,12.3,15.0,5.0,11.8,-3.6,36.41,0.0,0.0,0.0,0.0,62.8,36.7,266.6,1012.7,54.1,16.0,218.7,7.1,4,0.49,wind
6.0,1.2,3.9,3.9,-2.1,1.2,-2.1,67.52,11.68,41.67,0.0,0.0,35.90167083628407,21.6,206.0,1019.5,95.9,11.9,51.2,1.7,1,0.5,rain
6.6,-4.4,0.8,6.1,-10.4,-4.5,-2.8,78.09,11.23,37.5,0.0,0.0,46.3,33.0,313.2,1015.2,75.2,11.4,94.3,3.1,2,0.5,rain
0.0,-6.7,-3.2,-3.1,-13.9,-8.1,-11.0,55.77,0.0,0.0,0.0,0.0,38.9,25.5,259.5,1025.0,36.6,16.0,198.4,6.4,4,0.51,partly-cloudy-day
6.7,-1.2,2.5,4.7,-7.4,-1.1,-5.6,56.16,0.0,0.0,0.0,0.0,42.5,28.8,211.9,1017.2,59.1,16.0,182.9,5.9,3,0.53,partly-cloudy-day
5.7,1.1,3.7,3.5,-4.7,0.4,-0.3,76.19,2.32,20.83,0.0,0.0,53.6,31.6,220.6,1002.8,80.9,13.0,38.2,1.2,1,0.55,rain
0.6,-4.4,-1.4,-4.7,-10.3,-7.0,-15.2,35.37,0.0,0.0,0.0,0.0,44.5,29.3,304.1,1017.1,34.0,16.0,179.9,6.5,4,0.59,partly-cloudy-day
-1.2,-4.4,-3.0,-1.7,-9.6,-5.6,-11.2,56.18,0.0,0.0,0.0,0.0,28.052444596675052,14.5,216.1,1019.9,100.0,15.2,49.0,1.6,1,0.63,cloudy
2.2,-2.2,0.2,-0.6,-6.9,-2.5,-1.2,90.61,8.18,41.67,0.0,0.0,31.921781475355555,18.0,189.9,1004.4,99.8,7.8,23.6,0.7,0,0.67,rain
3.4,1.2,2.2,-0.5,-5.1,-2.4,-1.2,79.24,6.07,20.83,0.0,0.0,51.5,31.4,303.3,1008.1,93.7,15.0,113.9,3.7,3,0.72,rain
1.7,-1.1,0.5,1.7,-6.7,-3.4,-5.2,65.61,0.0,0.0,0.0,0.0,46.2,32.9,261.2,1016.2,71.0,16.0,93.8,3.0,2,0.78,wind
7.2,0.7,3.9,4.2,-1.7,1.6,-0.7,74.15,1.18,25.0,0.0,0.0,34.3,18.5,219.3,1010.0,96.4,12.1,130.8,4.2,4,0.83,rain
5.7,2.8,4.4,5.7,-0.1,3.1,-1.1,68.08,0.01,4.17,0.0,0.0,31.811228993107537,17.9,167.5,1013.6,99.5,16.0,78.6,2.5,2,0.88,rain
5.7,3.3,4.6,5.7,0.8,3.2,2.6,87.69,1.48,25.0,0.0,0.0,26.17305239845881,12.8,152.9,1014.6,99.8,8.0,37.2,1.2,1,0.93,rain
7.2,4.4,5.9,6.6,2.9,4.9,4.8,92.98,0.0,0.0,0.0,0.0,24.293660200242567,11.1,130.0,1014.4,99.5,7.3,57.1,1.9,1,0.97,cloudy
